name,year,month,day,hour,lat,long,status,category,wind,pressure
Blanche,1975,7,25,18,29.9,-74.9,tropical depression,NA,30,1006
Blanche,1975,7,26,0,31,-75,tropical depression,NA,30,1005
Blanche,1975,7,26,6,32.2,-74.6,tropical storm,NA,35,1004
Blanche,1975,7,26,12,33.4,-73.5,tropical storm,NA,35,1003
Blanche,1975,7,26,18,34.2,-72.2,tropical storm,NA,50,998
Blanche,1975,7,27,0,35,-71,tropical storm,NA,60,992
Blanche,1975,7,27,6,35.9,-70,hurricane,1,65,987
Blanche,1975,7,27,12,36.9,-69,hurricane,1,70,984
Blanche,1975,7,27,18,37.9,-68,hurricane,1,75,981
Blanche,1975,7,28,0,39.3,-67.2,hurricane,1,75,980
Blanche,1975,7,28,6,41.2,-66.4,hurricane,1,70,980
Blanche,1975,7,28,12,44,-65.2,extratropical,NA,60,988
Blanche,1975,7,28,18,47.2,-62.4,extratropical,NA,60,992
Caroline,1975,8,24,12,22.4,-69.8,tropical depression,NA,25,1011
Caroline,1975,8,24,18,21.9,-71.1,tropical depression,NA,25,1011
Caroline,1975,8,25,0,21.6,-72.5,tropical depression,NA,25,1010
Caroline,1975,8,25,6,21.2,-73.8,tropical depression,NA,25,1010
Caroline,1975,8,25,12,20.9,-75.1,tropical depression,NA,25,1011
Caroline,1975,8,25,18,20.6,-76.4,tropical depression,NA,25,1011
Caroline,1975,8,26,0,20.4,-77.7,tropical depression,NA,25,1011
Caroline,1975,8,26,6,20.3,-79,tropical depression,NA,25,1011
Caroline,1975,8,26,12,20.2,-80.3,tropical depression,NA,25,1012
Caroline,1975,8,26,18,20.2,-81.6,tropical depression,NA,25,1012
Caroline,1975,8,27,0,20.4,-82.8,tropical depression,NA,25,1013
Caroline,1975,8,27,6,20.8,-84,tropical depression,NA,25,1013
Caroline,1975,8,27,12,21.1,-85.1,tropical depression,NA,25,1014
Caroline,1975,8,27,18,21.5,-86.3,tropical depression,NA,25,1014
Caroline,1975,8,28,0,22,-87.5,tropical depression,NA,25,1014
Caroline,1975,8,28,6,22.4,-88.8,tropical depression,NA,25,1014
Caroline,1975,8,28,12,22.8,-90.1,tropical depression,NA,25,1013
Caroline,1975,8,28,18,22.9,-91,tropical depression,NA,25,1010
Caroline,1975,8,29,0,23,-91.9,tropical depression,NA,30,1007
Caroline,1975,8,29,6,23.1,-92.6,tropical storm,NA,35,1003
Caroline,1975,8,29,12,23.2,-93.2,tropical storm,NA,40,999
Caroline,1975,8,29,18,23.2,-93.6,tropical storm,NA,50,994
Caroline,1975,8,30,0,23.3,-94.2,hurricane,1,65,990
Caroline,1975,8,30,6,23.5,-94.9,hurricane,1,65,990
Caroline,1975,8,30,12,23.7,-95.6,hurricane,1,65,989
Caroline,1975,8,30,18,23.8,-96.3,hurricane,1,70,987
Caroline,1975,8,31,0,24,-97,hurricane,3,100,973
Caroline,1975,8,31,6,24.1,-97.5,hurricane,3,100,963
Caroline,1975,8,31,12,24.3,-97.8,hurricane,2,90,963
Caroline,1975,8,31,18,24.8,-98,tropical storm,NA,55,993
Caroline,1975,9,1,0,25.1,-98.3,tropical depression,NA,30,1000
Caroline,1975,9,1,6,25.2,-98.7,tropical depression,NA,20,1002
Caroline,1975,9,1,12,25.3,-99,tropical depression,NA,20,1002
Doris,1975,8,28,12,33.3,-46.3,subtropical storm,NA,35,1005
Doris,1975,8,28,18,33.6,-47.5,subtropical storm,NA,40,1005
Doris,1975,8,29,0,34.5,-48.1,subtropical storm,NA,40,1005
Doris,1975,8,29,6,34.7,-48.5,subtropical storm,NA,45,1005
Doris,1975,8,29,12,34.9,-48.9,tropical storm,NA,45,1005
Doris,1975,8,29,18,35.2,-49.1,tropical storm,NA,50,1000
Doris,1975,8,30,0,35.3,-48.9,tropical storm,NA,55,997
Doris,1975,8,30,6,35.3,-48.5,tropical storm,NA,55,997
Doris,1975,8,30,12,35.3,-48,tropical storm,NA,55,997
Doris,1975,8,30,18,35,-47.1,tropical storm,NA,55,997
Doris,1975,8,31,0,34.9,-46.3,hurricane,1,65,990
Doris,1975,8,31,6,34.8,-45.7,hurricane,1,65,990
Doris,1975,8,31,12,34.7,-45.2,hurricane,1,70,990
Doris,1975,8,31,18,34.6,-44.9,hurricane,1,70,990
Doris,1975,9,1,0,34.5,-44.6,hurricane,1,75,984
Doris,1975,9,1,6,34.6,-44.2,hurricane,1,75,984
Doris,1975,9,1,12,34.9,-44,hurricane,1,75,984
Doris,1975,9,1,18,35.4,-44,hurricane,1,75,984
Doris,1975,9,2,0,35.8,-44.4,hurricane,2,90,970
Doris,1975,9,2,6,36.4,-44.5,hurricane,2,95,965
Doris,1975,9,2,12,37,-44.3,hurricane,2,95,965
Doris,1975,9,2,18,37.7,-44.2,hurricane,2,95,965
Doris,1975,9,3,0,38.4,-43.8,hurricane,2,95,965
Doris,1975,9,3,6,39.7,-43.6,hurricane,2,95,965
Doris,1975,9,3,12,41.1,-43,hurricane,2,95,965
Doris,1975,9,3,18,42,-42.5,hurricane,2,90,970
Doris,1975,9,4,0,42.8,-42,tropical storm,NA,60,995
Doris,1975,9,4,6,43.2,-41.4,extratropical,NA,45,1005
Doris,1975,9,4,12,43.5,-40.7,extratropical,NA,45,1005
Eloise,1975,9,13,12,17.6,-55.2,tropical depression,NA,25,1009
Eloise,1975,9,13,18,17.7,-56.3,tropical depression,NA,25,1009
Eloise,1975,9,14,0,17.8,-57.3,tropical depression,NA,25,1009
Eloise,1975,9,14,6,17.9,-58.3,tropical depression,NA,25,1009
Eloise,1975,9,14,12,18,-59.4,tropical depression,NA,25,1009
Eloise,1975,9,14,18,18.1,-60.5,tropical depression,NA,25,1009
Eloise,1975,9,15,0,18.3,-61.7,tropical depression,NA,25,1009
Eloise,1975,9,15,6,18.5,-62.8,tropical depression,NA,25,1009
Eloise,1975,9,15,12,18.8,-63.8,tropical depression,NA,30,1007
Eloise,1975,9,15,18,18.9,-64.8,tropical depression,NA,30,1007
Eloise,1975,9,16,0,19,-65.6,tropical storm,NA,35,1007
Eloise,1975,9,16,6,19.2,-66.7,tropical storm,NA,45,1007
Eloise,1975,9,16,12,19.4,-67.5,tropical storm,NA,55,1002
Eloise,1975,9,16,18,19.5,-68.4,hurricane,1,65,1002
Eloise,1975,9,17,0,19.6,-69.2,hurricane,1,65,997
Eloise,1975,9,17,6,19.7,-70.2,tropical storm,NA,60,1000
Eloise,1975,9,17,12,19.7,-71.2,tropical storm,NA,55,1000
Eloise,1975,9,17,18,19.8,-72.2,tropical storm,NA,50,1000
Eloise,1975,9,18,0,19.9,-73.3,tropical storm,NA,45,1000
Eloise,1975,9,18,6,19.9,-74.5,tropical storm,NA,45,1000
Eloise,1975,9,18,12,19.9,-75.7,tropical storm,NA,40,1000
Eloise,1975,9,18,18,20,-77,tropical storm,NA,40,1000
Eloise,1975,9,19,0,20,-78.2,tropical storm,NA,35,1000
Eloise,1975,9,19,6,19.9,-79.1,tropical storm,NA,35,1000
Eloise,1975,9,19,12,19.9,-79.8,tropical storm,NA,35,1000
Eloise,1975,9,19,18,19.8,-81,tropical storm,NA,35,1000
Eloise,1975,9,20,0,19.8,-82.2,tropical storm,NA,35,1000
Eloise,1975,9,20,6,19.8,-83.4,tropical storm,NA,35,1000
Eloise,1975,9,20,12,19.9,-84.6,tropical storm,NA,35,1006
Eloise,1975,9,20,18,20,-85.5,tropical storm,NA,35,1006
Eloise,1975,9,21,0,20.2,-86.4,tropical storm,NA,40,1001
Eloise,1975,9,21,6,20.8,-87.1,tropical storm,NA,45,1001
Eloise,1975,9,21,12,21.4,-87.8,tropical storm,NA,50,1001
Eloise,1975,9,21,18,22.4,-88.5,tropical storm,NA,55,995
Eloise,1975,9,22,0,23.6,-88.9,tropical storm,NA,60,995
Eloise,1975,9,22,6,24.8,-89.4,hurricane,1,65,993
Eloise,1975,9,22,12,25.8,-89.5,hurricane,1,75,986
Eloise,1975,9,22,18,26.5,-89.4,hurricane,2,85,980
Eloise,1975,9,23,0,27.3,-88.5,hurricane,2,95,968
Eloise,1975,9,23,6,28.4,-87.3,hurricane,3,105,958
Eloise,1975,9,23,12,30.2,-86.3,hurricane,3,110,955
Eloise,1975,9,23,18,33,-85.7,tropical storm,NA,55,982
Eloise,1975,9,24,0,35.5,-84.3,tropical depression,NA,30,999
Eloise,1975,9,24,6,36.5,-83.5,extratropical,NA,20,1004
Eloise,1975,9,24,12,37,-82.5,extratropical,NA,20,1004
Eloise,1975,9,24,18,37.5,-81.5,extratropical,NA,20,1004
Faye,1975,9,24,18,23,-56.9,tropical depression,NA,25,1005
Faye,1975,9,25,0,23.8,-57.2,tropical depression,NA,30,1005
Faye,1975,9,25,6,24.2,-58.1,tropical storm,NA,35,1005
Faye,1975,9,25,12,24.8,-58.8,tropical storm,NA,45,999
Faye,1975,9,25,18,25.5,-59.4,tropical storm,NA,60,993
Faye,1975,9,26,0,26.5,-60,hurricane,1,65,990
Faye,1975,9,26,6,27.9,-60.9,hurricane,1,70,988
Faye,1975,9,26,12,29.6,-62,hurricane,1,75,985
Faye,1975,9,26,18,31,-63.1,hurricane,2,85,985
Faye,1975,9,27,0,32.7,-64.2,hurricane,2,90,985
Faye,1975,9,27,6,34.4,-65.2,hurricane,2,90,979
Faye,1975,9,27,12,36.1,-65.7,hurricane,2,90,982
Faye,1975,9,27,18,37.4,-65,hurricane,2,90,985
Faye,1975,9,28,0,38.4,-63.7,hurricane,2,85,985
Faye,1975,9,28,6,39.8,-60.5,hurricane,1,80,985
Faye,1975,9,28,12,41,-57.1,hurricane,1,75,979
Faye,1975,9,28,18,42.3,-52,hurricane,1,75,977
Faye,1975,9,29,0,42.8,-46,hurricane,1,70,977
Faye,1975,9,29,6,42.9,-40,hurricane,1,65,977
Gladys,1975,9,22,18,10.3,-34.8,tropical depression,NA,25,1012
Gladys,1975,9,23,0,10.6,-35.8,tropical depression,NA,25,1012
Gladys,1975,9,23,6,11,-36.7,tropical depression,NA,25,1012
Gladys,1975,9,23,12,11.4,-37.4,tropical depression,NA,25,1012
Gladys,1975,9,23,18,11.7,-38.2,tropical depression,NA,30,1010
Gladys,1975,9,24,0,12.1,-38.8,tropical depression,NA,30,1010
Gladys,1975,9,24,6,12.4,-39.6,tropical depression,NA,30,1010
Gladys,1975,9,24,12,12.9,-40,tropical depression,NA,30,1010
Gladys,1975,9,24,18,13.5,-40.4,tropical storm,NA,35,1005
Gladys,1975,9,25,0,14.2,-41,tropical storm,NA,40,1005
Gladys,1975,9,25,6,14.8,-42,tropical storm,NA,50,1000
Gladys,1975,9,25,12,15.4,-43,tropical storm,NA,60,1000
Gladys,1975,9,25,18,15.8,-44,hurricane,1,65,990
Gladys,1975,9,26,0,16.2,-45,hurricane,1,65,990
Gladys,1975,9,26,6,16.4,-46.1,hurricane,1,65,990
Gladys,1975,9,26,12,16.6,-47.7,hurricane,1,65,990
Gladys,1975,9,26,18,16.8,-49.3,hurricane,1,65,990
Gladys,1975,9,27,0,17.1,-50.7,hurricane,1,65,990
Gladys,1975,9,27,6,17.6,-52.2,hurricane,1,65,990
Gladys,1975,9,27,12,18.2,-53.7,hurricane,1,65,990
Gladys,1975,9,27,18,18.8,-55.1,hurricane,1,65,990
Gladys,1975,9,28,0,19.4,-56.4,hurricane,1,65,992
Gladys,1975,9,28,6,19.6,-57.4,hurricane,1,65,992
Gladys,1975,9,28,12,19.8,-58.2,hurricane,1,65,1000
Gladys,1975,9,28,18,20.3,-59.3,hurricane,1,65,998
Gladys,1975,9,29,0,21.2,-60.3,hurricane,1,65,995
Gladys,1975,9,29,6,22.1,-61.4,hurricane,1,70,990
Gladys,1975,9,29,12,23,-62.6,hurricane,1,70,990
Gladys,1975,9,29,18,23.6,-63.9,hurricane,1,75,985
Gladys,1975,9,30,0,24.1,-65.2,hurricane,1,80,975
Gladys,1975,9,30,6,24.6,-66.5,hurricane,1,80,975
Gladys,1975,9,30,12,25.1,-67.9,hurricane,1,80,975
Gladys,1975,9,30,18,25.6,-69.3,hurricane,1,80,975
Gladys,1975,10,1,0,26.1,-70.6,hurricane,1,80,975
Gladys,1975,10,1,6,26.8,-71.7,hurricane,1,80,975
Gladys,1975,10,1,12,27.9,-72.4,hurricane,1,80,975
Gladys,1975,10,1,18,29.4,-73,hurricane,2,90,969
Gladys,1975,10,2,0,31,-73,hurricane,3,100,954
Gladys,1975,10,2,6,32.9,-72.1,hurricane,3,110,942
Gladys,1975,10,2,12,35.3,-69.8,hurricane,4,120,939
Gladys,1975,10,2,18,37.8,-67,hurricane,4,120,939
Gladys,1975,10,3,0,40.8,-62.6,hurricane,3,110,950
Gladys,1975,10,3,6,43.7,-57,hurricane,2,85,960
Gladys,1975,10,3,12,46.6,-50.6,hurricane,2,85,960
Gladys,1975,10,3,18,50.5,-45.5,extratropical,NA,75,975
Gladys,1975,10,4,0,55,-40,extratropical,NA,65,980
Hallie,1975,10,24,18,29.1,-79.3,subtropical depression,NA,30,1006
Hallie,1975,10,25,0,28.8,-79,subtropical depression,NA,30,1006
Hallie,1975,10,25,6,29.4,-79.4,subtropical depression,NA,30,1006
Hallie,1975,10,25,12,30,-79.7,subtropical depression,NA,30,1006
Hallie,1975,10,25,18,30.2,-79.8,subtropical depression,NA,30,1006
Hallie,1975,10,26,0,30.5,-79.9,subtropical depression,NA,30,1006
Hallie,1975,10,26,6,30.9,-80.1,tropical depression,NA,30,1006
Hallie,1975,10,26,12,31.8,-79.6,tropical depression,NA,30,1005
Hallie,1975,10,26,18,32.5,-78.7,tropical storm,NA,35,1003
Hallie,1975,10,27,0,33.5,-77.5,tropical storm,NA,45,1002
Hallie,1975,10,27,6,34.5,-75.5,tropical storm,NA,45,1002
Hallie,1975,10,27,12,35.7,-73.8,tropical storm,NA,45,1004
Hallie,1975,10,27,18,36.4,-72.6,extratropical,NA,40,1006
Hallie,1975,10,28,0,36.9,-71.4,extratropical,NA,35,1008
Belle,1976,8,6,6,26,-72.8,tropical depression,NA,25,1012
Belle,1976,8,6,12,26.3,-73,tropical depression,NA,25,1012
Belle,1976,8,6,18,26,-73.4,tropical depression,NA,30,1009
Belle,1976,8,7,0,25.6,-73.2,tropical storm,NA,40,1005
Belle,1976,8,7,6,26,-73.2,tropical storm,NA,45,1000
Belle,1976,8,7,12,26.2,-73.7,tropical storm,NA,55,993
Belle,1976,8,7,18,26.6,-74.2,hurricane,1,70,985
Belle,1976,8,8,0,26.9,-74.6,hurricane,1,80,972
Belle,1976,8,8,6,27.4,-75.1,hurricane,2,90,962
Belle,1976,8,8,12,28.1,-75.1,hurricane,2,95,959
Belle,1976,8,8,18,29.5,-75.3,hurricane,3,100,958
Belle,1976,8,9,0,30.9,-75.3,hurricane,3,105,957
Belle,1976,8,9,6,32.5,-75.2,hurricane,3,105,959
Belle,1976,8,9,12,34.4,-74.7,hurricane,2,95,963
Belle,1976,8,9,18,36.6,-74.2,hurricane,2,90,970
Belle,1976,8,10,0,38.8,-73.8,hurricane,1,80,977
Belle,1976,8,10,6,41,-73.2,tropical storm,NA,60,983
Belle,1976,8,10,12,42.6,-72.4,tropical storm,NA,35,992
Dottie,1976,8,18,0,26,-84,tropical depression,NA,20,1010
Dottie,1976,8,18,12,24.7,-82.7,tropical depression,NA,20,1009
Dottie,1976,8,19,6,24.8,-82,tropical depression,NA,30,1003
Dottie,1976,8,19,18,26.6,-80.1,tropical storm,NA,35,1006
Dottie,1976,8,20,6,29.6,-80,tropical storm,NA,45,996
Dottie,1976,8,20,12,30.6,-80,tropical storm,NA,40,999
Dottie,1976,8,20,18,32,-80,tropical storm,NA,35,1005
Dottie,1976,8,21,0,33,-80,tropical storm,NA,35,1005
Dottie,1976,8,21,6,33.3,-80,tropical depression,NA,25,1010
Dottie,1976,8,21,12,33.5,-80,tropical depression,NA,20,1015
Candice,1976,8,18,12,31.7,-68.2,tropical depression,NA,30,1007
Candice,1976,8,18,18,33.4,-67.5,tropical storm,NA,35,1003
Candice,1976,8,19,0,35.2,-66.4,tropical storm,NA,40,996
Candice,1976,8,19,18,38.2,-64,tropical storm,NA,40,999
Candice,1976,8,20,0,38.8,-63.7,tropical storm,NA,35,1005
Candice,1976,8,20,6,39.7,-63.3,tropical storm,NA,35,1005
Candice,1976,8,20,18,40.8,-61,tropical storm,NA,40,997
Candice,1976,8,21,6,41.2,-59.3,hurricane,1,65,993
Candice,1976,8,21,12,41,-59,hurricane,1,65,989
Candice,1976,8,22,18,41.3,-56.4,hurricane,1,80,964
Candice,1976,8,23,18,44.4,-51.2,hurricane,1,80,971
Emmy,1976,8,20,12,14,-48,tropical depression,NA,20,1012
Emmy,1976,8,21,12,14.4,-52.8,tropical depression,NA,25,1012
Emmy,1976,8,22,0,15.2,-54.2,tropical depression,NA,25,1010
Emmy,1976,8,22,6,15.8,-55.2,tropical depression,NA,30,1009
Emmy,1976,8,22,12,16.2,-56,tropical storm,NA,35,1006
Emmy,1976,8,22,18,17,-57.2,tropical storm,NA,40,1004
Emmy,1976,8,23,6,18.6,-60,tropical storm,NA,50,997
Emmy,1976,8,23,18,20.2,-62,tropical storm,NA,55,996
Emmy,1976,8,24,0,21.3,-63.2,tropical storm,NA,55,998
Emmy,1976,8,24,6,22.7,-64,tropical storm,NA,55,999
Emmy,1976,8,24,12,23.8,-64.5,tropical storm,NA,55,999
Emmy,1976,8,24,18,24.5,-64.8,tropical storm,NA,60,995
Emmy,1976,8,25,6,26,-63.4,tropical storm,NA,60,991
Emmy,1976,8,25,12,26.5,-62.1,hurricane,1,65,990
Emmy,1976,8,25,18,26.6,-60.4,hurricane,1,65,991
Emmy,1976,8,26,0,26.8,-59,hurricane,1,70,988
Emmy,1976,8,26,6,27,-57.8,hurricane,1,75,984
Emmy,1976,8,26,12,27.2,-56.2,hurricane,1,80,980
Emmy,1976,8,26,18,27.7,-54.8,hurricane,2,85,976
Emmy,1976,8,27,12,30.9,-53.7,hurricane,2,85,975
Emmy,1976,8,28,12,33.5,-56.6,hurricane,2,85,975
Emmy,1976,8,29,12,35,-56.8,hurricane,2,90,974
Emmy,1976,8,30,12,34.9,-52,hurricane,2,90,975
Emmy,1976,8,31,12,35.1,-44.9,hurricane,2,85,977
Emmy,1976,9,1,12,35.1,-36.6,hurricane,1,80,975
Emmy,1976,9,3,0,35.2,-28.7,hurricane,1,75,980
Emmy,1976,9,3,18,38,-27.2,hurricane,1,70,984
Emmy,1976,9,4,0,38.8,-26.8,hurricane,1,65,988
Emmy,1976,9,4,6,39.6,-25.8,hurricane,1,65,994
Emmy,1976,9,4,12,40.5,-25,extratropical,NA,50,998
Emmy,1976,9,4,18,41,-24,extratropical,NA,30,1002
Frances,1976,8,27,12,12.5,-37.5,tropical depression,NA,25,1009
Frances,1976,8,28,18,14.7,-45.3,tropical storm,NA,50,1002
Frances,1976,8,29,12,16.6,-49.6,tropical storm,NA,50,998
Frances,1976,8,29,18,17.5,-50.5,tropical storm,NA,60,994
Frances,1976,8,30,0,18.3,-51.6,hurricane,1,65,991
Frances,1976,8,30,18,20.2,-54.2,hurricane,1,65,987
Frances,1976,8,31,0,21,-54.9,hurricane,1,65,980
Frances,1976,8,31,12,23.1,-55.2,hurricane,1,75,975
Frances,1976,9,1,0,25.3,-54.9,hurricane,2,90,968
Frances,1976,9,1,6,26.3,-54.3,hurricane,3,100,963
Frances,1976,9,1,12,27.2,-53.7,hurricane,2,95,966
Frances,1976,9,4,0,32,-37.2,hurricane,1,65,992
Frances,1976,9,4,12,34.9,-34.1,extratropical,NA,55,992
Frances,1976,9,6,18,41.9,-27.6,extratropical,NA,45,998
Gloria,1976,9,26,12,23,-58,tropical depression,NA,20,1009
Gloria,1976,9,26,18,23.7,-58.1,tropical depression,NA,20,1007
Gloria,1976,9,27,0,24.3,-58.2,tropical depression,NA,25,1005
Gloria,1976,9,27,6,24.9,-58.1,tropical depression,NA,30,1001
Gloria,1976,9,27,12,25.7,-58,tropical storm,NA,35,997
Gloria,1976,9,27,18,26.3,-58,tropical storm,NA,45,994
Gloria,1976,9,28,0,27,-58,tropical storm,NA,55,993
Gloria,1976,9,28,6,27.5,-58.2,tropical storm,NA,60,992
Gloria,1976,9,28,12,27.8,-58.6,tropical storm,NA,60,992
Gloria,1976,9,28,18,28.2,-59,tropical storm,NA,60,991
Gloria,1976,9,29,0,28.6,-59.5,tropical storm,NA,60,988
Gloria,1976,9,29,6,29.1,-59.8,hurricane,1,65,984
Gloria,1976,9,29,12,29.7,-60.2,hurricane,1,65,979
Gloria,1976,9,29,18,30.2,-60.3,hurricane,1,70,973
Gloria,1976,9,30,0,31.1,-60.2,hurricane,1,80,970
Gloria,1976,9,30,6,32.2,-59.8,hurricane,2,85,971
Gloria,1976,9,30,12,33.1,-58.8,hurricane,2,90,977
Gloria,1976,9,30,18,34,-57.5,hurricane,2,90,981
Gloria,1976,10,1,0,34.7,-56.1,hurricane,2,90,985
Gloria,1976,10,1,6,35.3,-54.8,hurricane,2,85,988
Gloria,1976,10,1,12,35.7,-53.7,hurricane,1,80,990
Gloria,1976,10,1,18,36.1,-52.6,hurricane,1,75,992
Gloria,1976,10,2,0,36.4,-51.7,hurricane,1,70,993
Gloria,1976,10,2,6,36.6,-50.8,tropical storm,NA,60,994
Gloria,1976,10,2,12,36.8,-49.9,tropical storm,NA,60,995
Gloria,1976,10,2,18,36.9,-49,tropical storm,NA,55,996
Gloria,1976,10,3,0,36.8,-48.3,tropical storm,NA,50,997
Gloria,1976,10,3,6,36.4,-47.6,tropical storm,NA,45,998
Gloria,1976,10,3,12,36.2,-46.9,tropical storm,NA,40,999
Gloria,1976,10,3,18,35.8,-45.8,tropical storm,NA,40,1001
Gloria,1976,10,4,0,35.7,-44.6,tropical storm,NA,35,1002
Gloria,1976,10,4,6,36,-43,tropical depression,NA,30,1003
Gloria,1976,10,4,12,36.5,-41.4,tropical depression,NA,30,1005
Gloria,1976,10,4,18,37.4,-38.7,tropical depression,NA,30,1006
Gloria,1976,10,5,0,39,-35,extratropical,NA,30,1008
Holly,1976,10,22,18,19.1,-55.8,tropical depression,NA,25,1006
Holly,1976,10,23,18,22.5,-58,tropical storm,NA,35,1002
Holly,1976,10,24,6,24.2,-58.2,tropical storm,NA,45,995
Holly,1976,10,24,12,24.9,-58.1,hurricane,1,65,990
Holly,1976,10,25,0,27.2,-57.5,hurricane,1,65,995
Holly,1976,10,25,12,30.4,-55.7,tropical storm,NA,50,1000
Holly,1976,10,29,0,46.5,-30,extratropical,NA,35,1000
Anita,1977,8,29,12,26.9,-88.4,tropical depression,NA,20,1012
Anita,1977,8,29,18,27,-88.9,tropical depression,NA,25,1010
Anita,1977,8,30,0,26.9,-89.4,tropical depression,NA,30,1009
Anita,1977,8,30,6,26.8,-89.8,tropical storm,NA,40,1006
Anita,1977,8,30,12,26.7,-90.3,tropical storm,NA,50,1003
Anita,1977,8,30,18,26.5,-90.6,hurricane,1,65,997
Anita,1977,8,31,0,26.4,-91,hurricane,1,70,991
Anita,1977,8,31,6,26.3,-91.4,hurricane,1,75,988
Anita,1977,8,31,12,26.2,-91.8,hurricane,1,75,986
Anita,1977,8,31,18,26.1,-92.3,hurricane,1,80,985
Anita,1977,9,1,0,25.9,-92.8,hurricane,1,80,979
Anita,1977,9,1,6,25.8,-93.7,hurricane,2,85,972
Anita,1977,9,1,12,25.5,-94.7,hurricane,2,90,963
Anita,1977,9,1,18,25.2,-95.5,hurricane,3,110,945
Anita,1977,9,2,0,24.6,-96.2,hurricane,5,140,931
Anita,1977,9,2,6,24.2,-97.1,hurricane,5,150,926
Anita,1977,9,2,12,23.7,-98,hurricane,4,120,940
Anita,1977,9,2,18,23.1,-99.2,hurricane,1,70,978
Anita,1977,9,3,0,22.5,-101,tropical storm,NA,40,998
Anita,1977,9,3,6,22,-103,tropical depression,NA,25,1011
Babe,1977,9,3,6,26.8,-86.3,subtropical depression,NA,25,1007
Babe,1977,9,3,18,27.6,-88.5,subtropical storm,NA,35,1005
Babe,1977,9,4,12,26.8,-91.7,subtropical storm,NA,45,1003
Babe,1977,9,4,18,27.5,-91.7,tropical storm,NA,50,1000
Babe,1977,9,5,6,28.7,-91.4,hurricane,1,65,995
Babe,1977,9,5,18,29.8,-91.6,tropical storm,NA,50,1000
Babe,1977,9,6,18,31.7,-89.4,tropical depression,NA,25,1004
Babe,1977,9,7,12,33.8,-87.1,tropical depression,NA,25,1008
Babe,1977,9,8,0,34.5,-84.8,tropical depression,NA,25,1010
Babe,1977,9,9,0,34.8,-80.2,tropical depression,NA,25,1012
Clara,1977,9,5,12,32.8,-80,tropical depression,NA,20,1015
Clara,1977,9,5,18,33.2,-79,tropical depression,NA,20,1014
Clara,1977,9,6,0,33.6,-78.2,tropical depression,NA,20,1013
Clara,1977,9,6,6,33.8,-77.6,tropical depression,NA,25,1012
Clara,1977,9,6,12,34,-77,tropical depression,NA,25,1011
Clara,1977,9,6,18,34.2,-76.4,tropical depression,NA,25,1010
Clara,1977,9,7,0,34.4,-75.8,tropical depression,NA,30,1010
Clara,1977,9,7,6,34.6,-75,tropical depression,NA,30,1010
Clara,1977,9,7,12,34.7,-74.3,tropical depression,NA,30,1010
